address,price,bedrooms,bathrooms_per_bedroom,full_bathrooms_filled,half_bathrooms,type,size_sqft,lot_size,lot_size_fixedunits
3721 Copper Cactus Dr Las Vegas NV 89129,159900,3,0.666666666667,2,0,Single Family Home,1306,4791.0,4791.0
2053 Jade Hills Ct Las Vegas NV 89106,129900,3,0.666666666667,2,0,Single Family Home,1148,5662.0,5662.0
4482 Wisconsin Ave Las Vegas NV 89104,122000,3,0.666666666667,2,0,Single Family Home,1247,6534.0,6534.0
4312 E Russell Rd Las Vegas NV 89120,119900,3,0.666666666667,2,0,Single Family Home,1752,0.23,10019.0
4308 Roanridge Ave Las Vegas NV 89120,124900,3,0.666666666667,2,0,Single Family Home,1437,7405.0,7405.0
3721 Geist Ave Las Vegas NV 89115,92000,3,0.666666666667,2,0,Single Family Home,1336,6534.0,6534.0
4765 Cortina Rancho St Las Vegas NV 89147,180000,3,1.0,3,0,Single Family Home,1693,2178.0,2178.0
5070 Blanton Dr Las Vegas NV 89122,64900,3,0.666666666667,2,0,Single Family Home,1505,6098.0,6098.0
11021 Rusty Ray Dr Las Vegas NV 89135,260000,3,0.666666666667,2,0,Single Family Home,1553,7840.0,7840.0
8379 Haven Cove Ave Las Vegas NV 89113,250000,4,0.5,2,1,Single Family Home,2138,5227.0,5227.0
6270 Stone Hollow Ave Las Vegas NV 89156,169500,4,0.5,2,1,Single Family Home,2082,6969.0,6969.0
605 E St Louis Ave Las Vegas NV 89104,234900,3,0.666666666667,2,0,Single Family Home,2371,9147.0,9147.0
11060 Abbeyfield Rose Dr Las Vegas NV 89052,140000,2,1.0,2,1,Single Family Home,1170,2178.0,2178.0
2404 Sunny Heights Dr Las Vegas NV 89134,350000,3,1.0,3,0,Single Family Home,2260,7840.0,7840.0
6017 Rabbit Track St Las Vegas NV 89130,370000,4,0.5,2,1,Single Family Home,3777,8712.0,8712.0
8117 Bear Clan Ct Las Vegas NV 89131,305000,4,0.75,3,0,Single Family Home,2971,8276.0,8276.0
7216 Eagle Crest St Las Vegas NV 89131,225000,3,0.666666666667,2,0,Single Family Home,1789,6534.0,6534.0
7801 Sand Harbor Ct Las Vegas NV 89128,225000,3,0.666666666667,2,0,Single Family Home,1627,8712.0,8712.0
3376 Hackney Horse Ct Las Vegas NV 89122,249999,3,0.666666666667,2,0,Single Family Home,1420,6534.0,6534.0
10115 Clark Wooldridge Ct Las Vegas NV 89129,210000,3,0.666666666667,2,1,Single Family Home,1944,6969.0,6969.0
10895 Calcedonian St Las Vegas NV 89141,330000,4,0.5,2,1,Single Family Home,2459,4356.0,4356.0
8971 Dallas Ridge Ave Las Vegas NV 89178,230000,3,0.666666666667,2,1,Single Family Home,2196,5227.0,5227.0
9225 Harbor Stream Ave Las Vegas NV 89149,170000,3,0.666666666667,2,1,Single Family Home,1545,3484.0,3484.0
3602 Ridge Meadow St Las Vegas NV 89135,379850,3,0.666666666667,2,1,Single Family Home,2476,6969.0,6969.0
11283 Dolcetto Dr Las Vegas NV 89141,199900,3,0.666666666667,2,1,Single Family Home,1565,3920.0,3920.0
823 Painted Vista Ave Las Vegas NV 89123,141000,2,1.0,2,0,Single Family Home,936,3049.0,3049.0
7413 Delectable Ct Las Vegas NV 89149,189990,4,0.75,3,1,Single Family Home,2113,1742.0,1742.0
2801 Dunnottar Ave Henderson NV 89044,315900,4,0.5,2,1,Single Family Home,2066,7405.0,7405.0
1801 Jack Rabbit Way Las Vegas NV 89128,269000,3,1.0,3,0,Single Family Home,1996,5227.0,5227.0
10305 Bayhead Beach Ave Las Vegas NV 89135,239999,4,0.75,3,0,Single Family Home,1651,3920.0,3920.0
4820 E Baltimore Ave Las Vegas NV 89104,180000,4,0.5,2,0,Single Family Home,2176,7405.0,7405.0
7410 Corcoran St Las Vegas NV 89148,220000,3,0.666666666667,2,1,Single Family Home,1390,1742.0,1742.0
4908 Indigo Gorge Ave Las Vegas NV 89131,195000,3,0.666666666667,2,1,Single Family Home,2083,5662.0,5662.0
7000 Powderhorn Cir Las Vegas NV 89128,189900,3,0.666666666667,2,0,Single Family Home,1699,8276.0,8276.0
7912 Ivy Run St Las Vegas NV 89149,178000,3,0.666666666667,2,1,Single Family Home,1614,2613.0,2613.0
3220 Cheltenham St Las Vegas NV 89129,164900,2,1.0,2,1,Single Family Home,1347,2178.0,2178.0
3720 Bach Way North Las Vegas NV 89032,140000,3,0.666666666667,2,0,Single Family Home,1238,6098.0,6098.0
8745 W Gilmore Ave Las Vegas NV 89129,323700,4,0.5,2,0,Single Family Home,2604,7840.0,7840.0
7908 Ben Hogan Dr Las Vegas NV 89149,244900,2,1.0,2,0,Single Family Home,1609,5749.0,5749.0
10600 Bandera Mountain Ln Las Vegas NV 89166,249900,4,0.5,2,1,Single Family Home,1919,3049.0,3049.0
7412 Hickory Hills Dr Las Vegas NV 89130,149999,3,0.666666666667,2,0,Single Family Home,1307,5227.0,5227.0
4922 Sedimentary St Las Vegas NV 89122,124900,3,0.333333333333,1,1,Single Family Home,1106,2613.0,2613.0
6208 Bannock Way Las Vegas NV 89107,115900,3,0.666666666667,2,0,Single Family Home,1276,6098.0,6098.0
9333 Dry Dock Dr Las Vegas NV 89117,225000,3,0.666666666667,2,1,Single Family Home,2123,5227.0,5227.0
2020 Turtlerock St Las Vegas NV 89142,139900,3,0.666666666667,2,0,Single Family Home,1439,4356.0,4356.0
8708 Palomino Ranch St Las Vegas NV 89131,174900,3,0.666666666667,2,1,Single Family Home,1879,3484.0,3484.0
4824 Sheppard Dr Las Vegas NV 89122,145000,3,0.666666666667,2,0,Single Family Home,1706,6534.0,6534.0
5611 Corium Ct Las Vegas NV 89122,133888,3,1.0,3,0,Single Family Home,1362,1742.0,1742.0
Las Vegas NV 89122,130000,3,1.0,3,0,Single Family Home,1362,1742.0,1742.0
8413 Kettledrum St Las Vegas NV 89139,209800,3,0.666666666667,2,0,Single Family Home,1565,3049.0,3049.0
4615 Hearts Desire Ave Las Vegas NV 89115,137000,3,0.666666666667,2,1,Single Family Home,1775,3484.0,3484.0
10618 Bonnyhill St Las Vegas NV 89141,305000,3,0.666666666667,2,0,Single Family Home,2320,6969.0,6969.0
6844 Broadacres Ranch St Las Vegas NV 89148,175000,3,0.666666666667,2,0,Single Family Home,1208,3920.0,3920.0
6613 Roy Rogers Dr Las Vegas NV 89108,73000,3,0.666666666667,2,0,Single Family Home,1253,6969.0,6969.0
4155 Olive St Las Vegas NV 89104,50000,3,0.666666666667,2,0,Single Family Home,1750,6969.0,6969.0
5586 Avent Ferry St Las Vegas NV 89148,208000,3,0.666666666667,2,1,Single Family Home,1738,3484.0,3484.0
8330 Rancho Destino Rd Las Vegas NV 89123,450000,2,1.0,2,0,Single Family Home,2396,2.08,90605.0
7822 Tarberts Cottage St Las Vegas NV 89166,149900,3,0.666666666667,2,1,Single Family Home,1724,3484.0,3484.0
11103 Casala Ct Las Vegas NV 89141,175000,3,0.666666666667,2,1,Single Family Home,2185,6534.0,6534.0
2804 Coast Line Ct Las Vegas NV 89117,2500000,3,2.0,6,2,Single Family Home,8753,0.43,18731.0
8117 Chevoit Ct Las Vegas NV 89129,160000,3,0.666666666667,2,1,Single Family Home,1486,3920.0,3920.0
8370 Rygate Ave Las Vegas NV 89178,125000,3,0.666666666667,2,1,Single Family Home,1542,3049.0,3049.0
41 Dandy View Ave Las Vegas NV 89183,178000,3,0.666666666667,2,1,Single Family Home,1651,3049.0,3049.0
559 Cabis Bay St Las Vegas NV 89178,108000,3,0.666666666667,2,0,Single Family Home,1301,2178.0,2178.0
6017 Cottontail Cove St Las Vegas NV 89130,185000,3,1.0,3,0,Single Family Home,3050,8276.0,8276.0
9106 Horizon Mist Ave Las Vegas NV 89178,205000,3,1.0,3,0,Single Family Home,1995,4791.0,4791.0
9704 Ziegler Ave Las Vegas NV 89148,159900,3,0.666666666667,2,1,Single Family Home,2415,3484.0,3484.0
9659 Toy Soldier St Las Vegas NV 89178,160405,3,0.666666666667,2,1,Single Family Home,2112,3484.0,3484.0
3401 Carbury Ct Las Vegas NV 89129,123500,3,0.666666666667,2,1,Single Family Home,2544,0.25,10890.0
1913 Poppy Hill St Las Vegas NV 89106,45500,3,0.666666666667,2,0,Single Family Home,1096,3484.0,3484.0
4429 Narit Dr Las Vegas NV 89108,105000,3,0.666666666667,2,1,Single Family Home,1424,3484.0,3484.0
3874 Manford Cir Las Vegas NV 89104,170000,3,1.0,3,0,Single Family Home,1674,8276.0,8276.0
4525 Baxter Pl Las Vegas NV 89107,83500,3,0.666666666667,2,0,Single Family Home,1243,6969.0,6969.0
9796 Waukegan Ave Las Vegas NV 89148,199900,3,0.666666666667,2,1,Single Family Home,2019,3920.0,3920.0
9953 Fragile Fields St Las Vegas NV 89183,140000,3,0.666666666667,2,1,Single Family Home,1387,1306.0,1306.0
6116 Browning Way Las Vegas NV 89130,218000,3,0.666666666667,2,0,Single Family Home,1931,6534.0,6534.0
8328 Nelson Ridge Ln Las Vegas NV 89178,422000,4,0.75,3,1,Single Family Home,3467,7405.0,7405.0
10740 Gilespie St Las Vegas NV 89183,855777,7,0.857142857143,6,1,Single Family Home,6439,0.63,27443.0
4263 Cloverdale Ave Las Vegas NV 89121,107000,4,0.25,1,1,Single Family Home,1134,6969.0,6969.0
3224 Villa Pisani Ct Las Vegas NV 89031,290000,5,0.6,3,0,Single Family Home,3720,6098.0,6098.0
1025 Ron Evans St Las Vegas NV 89145,175000,4,0.75,3,0,Single Family Home,2120,6969.0,6969.0
2513 Denham Dr Las Vegas NV 89134,229000,2,1.0,2,0,Single Family Home,1804,9583.0,9583.0
9806 Cathedral Pines Ave Las Vegas NV 89149,645812,4,0.75,3,1,Single Family Home,4713,0.45,19602.0
9526 Colorado Blue St Las Vegas NV 89123,220000,5,0.6,3,0,Single Family Home,2040,3484.0,3484.0
11082 Cherokee Landing St Las Vegas NV 89179,289000,3,0.666666666667,2,1,Single Family Home,2802,4791.0,4791.0
7550 Schuster St Las Vegas NV 89139,499900,4,0.5,2,1,Single Family Home,4809,1.04,45302.0
8204 Spanish Meadows Ave Las Vegas NV 89131,215000,3,0.666666666667,2,0,Single Family Home,2136,8276.0,8276.0
1016 Brinkman St Las Vegas NV 89138,195000,3,0.666666666667,2,1,Single Family Home,1863,4356.0,4356.0
7308 Casa Solar Ct Las Vegas NV 89128,169900,3,0.666666666667,2,1,Single Family Home,1928,4791.0,4791.0
5085 Hallet Dr Las Vegas NV 89122,104900,3,0.666666666667,2,0,Single Family Home,1269,5662.0,5662.0
2113 Cameron St Las Vegas NV 89102,65000,3,0.666666666667,2,0,Single Family Home,1263,5662.0,5662.0
7055 Glencoe Harbor Ave Las Vegas NV 89179,299900,3,0.666666666667,2,1,Single Family Home,2411,4791.0,4791.0
2367 Peaceful Sky Dr Henderson NV 89044,249000,3,0.666666666667,2,0,Single Family Home,1768,6534.0,6534.0
2965 Juniper Hills Blvd Unit 103 Las Vegas NV 89142,49000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,896,914.0,914.0
5300 Camden Ave Las Vegas NV 89122,98000,3,0.666666666667,2,0,Single Family Home,1260,6534.0,6534.0
4439 Selleck Ln Las Vegas NV 89120,289900,4,0.75,3,0,Single Family Home,2327,7405.0,7405.0
416 Pontius Cir Las Vegas NV 89107,170000,4,0.5,2,1,Single Family Home,2079,7405.0,7405.0
8301 Winterchase Pl Las Vegas NV 89143,219995,3,0.666666666667,2,1,Single Family Home,2013,4791.0,4791.0
704 Dike Ln Las Vegas NV 89106,70000,3,0.333333333333,1,0,Single Family Home,900,7405.0,7405.0
1138 Buehler Dr Las Vegas NV 89102,279000,3,1.0,3,0,Single Family Home,2699,0.24,10454.0
7209 Blizzard Ln Las Vegas NV 89145,160000,4,0.5,2,0,Single Family Home,1896,6969.0,6969.0
Las Vegas NV 89129,410000,5,0.6,3,0,Single Family Home,4127,0.25,10890.0
8809 Saint Cloud Ct Las Vegas NV 89143,377500,5,0.6,3,0,Single Family Home,3741,0.25,10890.0
8740 Apiary Wind St Las Vegas NV 89131,279990,4,0.5,2,1,Single Family Home,2791,6534.0,6534.0
6272 Peach Orchard Rd Las Vegas NV 89142,215000,4,0.75,3,0,Single Family Home,2368,4791.0,4791.0
2941 Augusta Dr Las Vegas NV 89109,975000,3,1.0,3,1,Single Family Home,4189,0.26,11326.0
6868 Philharmonic Ave Las Vegas NV 89139,259000,3,0.666666666667,2,0,Single Family Home,1887,3049.0,3049.0
3445 W Maule Ave Las Vegas NV 89118,465000,3,1.0,3,0,Single Family Home,2321,0.49,21344.0
7274 W Rome Blvd Las Vegas NV 89131,295000,3,1.0,3,0,Single Family Home,2610,0.85,37026.0
1874 E Robindale Rd Las Vegas NV 89123,249800,4,0.75,3,0,Single Family Home,2800,0.89,38768.0
5033 Spring Oak St Las Vegas NV 89120,198990,3,0.666666666667,2,1,Single Family Home,2132,7405.0,7405.0
9313 Yucca Blossom Dr Las Vegas NV 89134,219000,2,1.0,2,0,Single Family Home,1591,6969.0,6969.0
3930 Rancho Niguel Pw Las Vegas NV 89147,275000,2,1.0,2,0,Single Family Home,1942,7840.0,7840.0
7207 La Puebla St Las Vegas NV 89120,650000,5,1.0,5,3,Single Family Home,9476,0.57,24829.0
5984 Wheat Penny Ave Las Vegas NV 89122,195000,3,0.666666666667,2,0,Single Family Home,1420,4356.0,4356.0
6821 Neepawa Cir Las Vegas NV 89108,159900,3,0.666666666667,2,0,Single Family Home,2029,9583.0,9583.0
4577 Portadown Ln Las Vegas NV 89121,79990,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1144,2178.0,2178.0
9709 Templemore Ave Unit 102 Las Vegas NV 89129,99900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1108,2003.0,2003.0
4471 Buena Vista Dr Las Vegas NV 89102,90000,3,0.666666666667,2,1,Condo/Townhome/Row Home/Co-Op,1365,1306.0,1306.0
8556 Amber Star St Las Vegas NV 89139,181500,3,0.666666666667,2,1,Single Family Home,1513,3484.0,3484.0
1135 Volcanic Garden Ct Unit 102 Las Vegas NV 89183,153000,3,0.666666666667,2,1,Condo/Townhome/Row Home/Co-Op,1423,871.0,871.0
Las Vegas NV 89109,459000,2,1.0,2,1,Single Family Home,2244,4356.0,4356.0
4525 Dean Martin Dr Unit 1200 Las Vegas NV 89103,439899,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1560,,
3726 Las Vegas Blvd S Unit 2707 Las Vegas NV 89158,429988,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,843,,
7905 Lago Vista Ln Unit 103 Las Vegas NV 89145,95900,3,0.666666666667,2,0,Condo/Townhome/Row Home/Co-Op,1266,,
50 E Serene Ave Unit 208 Las Vegas NV 89123,165000,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,823,827.0,827.0
509 N 7Th St Las Vegas NV 89101,295000,2,0.734790828853,1,0,Single Family Home,1284,7405.0,7405.0
8930 Rudica Creek Ave Las Vegas NV 89149,128000,4,0.5,2,1,Single Family Home,1988,3484.0,3484.0
8068 Imperial Treasure St Las Vegas NV 89139,124900,2,1.0,2,1,Single Family Home,1187,2178.0,2178.0
1449 Cottonwood Pl Las Vegas NV 89104,103500,2,0.5,1,0,Single Family Home,902,6969.0,6969.0
3716 Casellina Ct Las Vegas NV 89141,230000,5,0.6,3,0,Single Family Home,2943,5227.0,5227.0
7623 Gemwood St Las Vegas NV 89123,175000,4,0.5,2,0,Single Family Home,2352,7405.0,7405.0
6879 Crystal Rapids St Las Vegas NV 89148,151000,3,0.666666666667,2,1,Single Family Home,1609,4356.0,4356.0
13825 Racel St Las Vegas NV 89166,898900,3,0.666666666667,2,0,Single Family Home,2587,4.77,207781.0
4471 Dean Martin Dr Unit 3404 Las Vegas NV 89103,400000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1111,,
2775 San Martin Ct Las Vegas NV 89121,189000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,2118,3049.0,3049.0
7123 Celadine St Las Vegas NV 89131,365000,4,0.75,3,1,Single Family Home,2850,0.23,10019.0
135 E Harmon Ave Unit 3301 And 3303 Las Vegas NV 89109,599888,2,1.5,3,0,Condo/Townhome/Row Home/Co-Op,1394,,
555 E Silverado Ranch Blvd Unit 2003 Las Vegas NV 89183,99900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,960,,
2300 E Silverado Ranch Blvd Unit 2100 Las Vegas NV 89183,119888,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,960,,
2851 S Valley View Blvd Unit 1098 Las Vegas NV 89102,102000,3,0.666666666667,2,0,Condo/Townhome/Row Home/Co-Op,1412,,
1970 Alcova Ridge Dr Las Vegas NV 89135,898000,5,0.8,4,1,Single Family Home,4107,7840.0,7840.0
949 Navajo Ln Las Vegas NV 89110,220000,4,0.75,3,0,Single Family Home,2269,0.44,19166.0
5156 Treasure Ave Las Vegas NV 89122,155000,3,0.666666666667,2,0,Single Family Home,1673,6969.0,6969.0
6816 Algerine Ct Las Vegas NV 89131,264000,4,0.75,3,1,Single Family Home,2898,6098.0,6098.0
5416 Digne Ct Las Vegas NV 89141,319900,3,0.666666666667,2,1,Single Family Home,2347,9583.0,9583.0
62 E Serene Ave Unit 108 Las Vegas NV 89123,162000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1134,,
9500 Catalina Cove Cir Las Vegas NV 89147,320000,4,0.5,2,1,Single Family Home,2970,7840.0,7840.0
9424 Eagle Valley Dr Las Vegas NV 89134,250000,2,1.0,2,0,Single Family Home,1804,8276.0,8276.0
3065 Redwood St Las Vegas NV 89146,275000,4,0.5,2,1,Single Family Home,2658,0.46,20038.0
195 Capriati Ave Las Vegas NV 89183,239000,4,0.5,2,1,Single Family Home,2771,6098.0,6098.0
7136 Alta Dr Las Vegas NV 89145,125000,3,0.666666666667,2,0,Single Family Home,1620,7405.0,7405.0
718 Iron Bridge St Las Vegas NV 89178,105000,3,0.666666666667,2,1,Single Family Home,1732,2613.0,2613.0
9005 Medicine Wheel Ave Las Vegas NV 89143,155000,3,0.666666666667,2,0,Single Family Home,1542,4356.0,4356.0
2658 Alwoodley Cir Las Vegas NV 89142,115000,3,0.666666666667,2,1,Single Family Home,1609,4791.0,4791.0
3622 Famiglia Dr Las Vegas NV 89141,210000,4,0.5,2,1,Single Family Home,2528,4356.0,4356.0
7720 Whispering River St Las Vegas NV 89131,105000,4,0.75,3,0,Single Family Home,1686,4791.0,4791.0
8109 Blue Cascade Ave Las Vegas NV 89128,254900,4,1.0,4,1,Single Family Home,3250,7840.0,7840.0
6017 Port Of Dreams Dr Las Vegas NV 89130,225000,4,0.75,3,0,Single Family Home,2523,0.24,10454.0
3062 Nordoff Cir Las Vegas NV 89121,239000,4,0.75,3,0,Single Family Home,3012,0.25,10890.0
9540 W Ann Rd Las Vegas NV 89149,325000,4,0.75,3,0,Single Family Home,3136,0.47,20473.0
8040 Diamond Gorge Rd Las Vegas NV 89178,175000,4,0.5,2,1,Single Family Home,1875,2178.0,2178.0
6329 Black Mane Way Las Vegas NV 89081,145000,4,0.75,3,0,Single Family Home,2837,7405.0,7405.0
6923 China Ridge Ct Las Vegas NV 89149,270000,4,0.5,2,1,Single Family Home,2324,0.23,10019.0
4546 Margarete Ave Las Vegas NV 89121,100000,4,0.5,2,0,Single Family Home,1645,6098.0,6098.0
1404 Virgil St Las Vegas NV 89110,51900,4,0.5,2,0,Single Family Home,1092,6969.0,6969.0
3925 Laurel Brook Dr Las Vegas NV 89147,135000,4,0.75,3,0,Single Family Home,1864,9583.0,9583.0
8863 Rio Grande Falls Ave Las Vegas NV 89178,253000,4,0.5,2,0,Single Family Home,2202,6098.0,6098.0
6690 Octave Ave Las Vegas NV 89139,255000,4,0.5,2,1,Single Family Home,2742,4356.0,4356.0
7862 Neptunian Sky Ct Las Vegas NV 89139,181600,4,0.5,2,1,Single Family Home,2324,6098.0,6098.0
7049 Pink Flamingos Pl Las Vegas NV 89084,165048,4,0.5,2,1,Single Family Home,2594,5662.0,5662.0
3424 Sioux Way Las Vegas NV 89169,142000,4,0.75,3,0,Single Family Home,2136,7840.0,7840.0
7325 San Pablin St Las Vegas NV 89139,165000,4,0.75,3,0,Single Family Home,1813,2178.0,2178.0
747 Canyon Crest Dr Las Vegas NV 89123,360000,4,0.75,3,0,Single Family Home,3433,9583.0,9583.0
6817 Rolling Oaks Ct Las Vegas NV 89131,269000,4,0.75,3,1,Single Family Home,2898,5662.0,5662.0
9856 Almenia St Las Vegas NV 89178,295000,4,0.75,3,0,Single Family Home,3293,0.23,10019.0
288 Fogg St Las Vegas NV 89110,525000,4,1.0,4,1,Single Family Home,3707,0.51,22216.0
4966 Andover Dr Las Vegas NV 89122,40000,4,0.5,2,0,Single Family Home,2052,6969.0,6969.0
3421 Quiet Pueblo St Las Vegas NV 89032,160000,4,0.75,3,0,Single Family Home,2141,4356.0,4356.0
274 Fringe Ruff Dr Las Vegas NV 89148,229900,4,0.75,3,0,Single Family Home,2251,3049.0,3049.0
5040 Flore Del Sol St Las Vegas NV 89120,184990,4,0.5,2,1,Single Family Home,1876,3484.0,3484.0
767 Homewillow Ave Las Vegas NV 89123,228000,4,0.75,3,0,Single Family Home,2019,4791.0,4791.0
3450 Saint Nazaire Ave Las Vegas NV 89141,260000,4,0.75,3,0,Single Family Home,2235,5662.0,5662.0
Las Vegas NV 89101,65500,4,0.5,2,0,Single Family Home,1206,6534.0,6534.0
6441 Vinecrest Ave Las Vegas NV 89108,134500,4,0.5,2,1,Single Family Home,1693,7840.0,7840.0
3624 Sable Palm St Las Vegas NV 89032,142000,4,0.5,2,1,Single Family Home,1987,4791.0,4791.0
Las Vegas NV 89121,45000,4,0.75,3,0,Single Family Home,1568,6969.0,6969.0
7102 Brighton Village St Las Vegas NV 89166,190000,4,0.5,2,1,Single Family Home,2142,4791.0,4791.0
6235 Port Astoria Ct Las Vegas NV 89122,100000,4,0.5,2,1,Single Family Home,1691,2613.0,2613.0
4859 Mountain Valley Rd Las Vegas NV 89121,130000,4,0.75,3,0,Single Family Home,2250,5662.0,5662.0
47 Cascade Creek Ln Las Vegas NV 89113,1250000,4,1.0,4,2,Single Family Home,5955,0.31,13504.0
8005 Egypt Meadows Ave Las Vegas NV 89178,290000,4,0.75,3,0,Single Family Home,2851,6098.0,6098.0
4189 Pistachio Nut Ave Las Vegas NV 89115,99900,4,0.5,2,1,Single Family Home,2009,3484.0,3484.0
2408 Cherrywood St Las Vegas NV 89108,110000,4,0.5,2,1,Single Family Home,1676,3920.0,3920.0
7849 Meandering Light Ave Las Vegas NV 89131,239900,5,0.6,3,0,Single Family Home,2220,4356.0,4356.0
9433 Wakashan Ave Las Vegas NV 89149,399900,5,0.6,3,1,Single Family Home,4471,6098.0,6098.0
8636 Stone Harbor Ave Las Vegas NV 89145,299900,5,0.4,2,1,Single Family Home,2427,6534.0,6534.0
3204 Twining Ave Las Vegas NV 89030,84000,5,0.4,2,0,Single Family Home,1953,4791.0,4791.0
8429 Vivid Violet Ave Las Vegas NV 89143,379900,5,0.6,3,0,Single Family Home,3297,7405.0,7405.0
2300 Hunt Club St Las Vegas NV 89128,239800,5,0.6,3,0,Single Family Home,2142,5227.0,5227.0
3847 S Eastern Ave Las Vegas NV 89169,285000,6,0.5,3,0,Single Family Home,3156,8712.0,8712.0
8 Vintage Canyon St Las Vegas NV 89141,1599900,6,1.0,6,1,Single Family Home,6360,0.45,19602.0
9705 Sweet Rose Ct Las Vegas NV 89134,485000,5,0.6,3,1,Single Family Home,3573,6969.0,6969.0
7588 Lassen Peak Cir Las Vegas NV 89149,439000,5,0.8,4,0,Single Family Home,4168,0.27,11761.0
6539 Rose Hill River Dr Las Vegas NV 89122,100000,5,0.6,3,0,Single Family Home,1816,5227.0,5227.0
5870 W Oquendo Rd Las Vegas NV 89118,1299000,9,0.666666666667,6,2,Single Family Home,6799,0.97,42253.0
3310 Tranquil Garden St Las Vegas NV 89117,579990,6,0.666666666667,4,1,Single Family Home,4996,0.23,10019.0
4975 Mountain Creek Dr Las Vegas NV 89148,1100000,5,0.8,4,2,Single Family Home,7114,0.52,22651.0
8800 Greensboro Ln Las Vegas NV 89134,2395000,5,1.0,5,2,Single Family Home,7465,0.45,19602.0
10162 Arkell Ct Las Vegas NV 89183,850000,7,0.571428571429,4,1,Single Family Home,6710,0.35,15246.0
1505 Golden Oak Dr Las Vegas NV 89117,1199900,5,1.0,5,1,Single Family Home,5346,0.48,20909.0
10130 Walhalla Plateau Ct Las Vegas NV 89148,399900,5,0.6,3,0,Single Family Home,3034,5662.0,5662.0
5283 Jacala St Las Vegas NV 89122,119900,5,0.6,3,0,Single Family Home,1739,3484.0,3484.0
7417 Via Rimini St Las Vegas NV 89131,607500,5,0.8,4,1,Single Family Home,5114,0.5,21780.0
99 Hawk Ridge Dr Las Vegas NV 89135,8999000,8,1.0,8,2,Single Family Home,13490,1.67,72745.0
4921 Tindari St Las Vegas NV 89130,205000,5,0.6,3,0,Single Family Home,2488,5227.0,5227.0
8951 Pebble River Ct Las Vegas NV 89123,225000,5,0.4,2,1,Single Family Home,2757,6969.0,6969.0
2905 Pinto Ln Las Vegas NV 89107,2600000,5,0.8,4,2,Single Family Home,7993,0.87,37897.0
9449 Grenville Ave Las Vegas NV 89134,310000,5,0.6,3,0,Single Family Home,2718,5662.0,5662.0
6812 Via Costa Bella Ave Las Vegas NV 89131,513000,5,0.8,4,1,Single Family Home,5621,0.63,27443.0
2204 Point Rock Ln Las Vegas NV 89134,1829000,5,0.8,4,1,Single Family Home,6145,0.57,24829.0
2020 Park Way N Las Vegas NV 89106,250000,5,0.8,4,0,Single Family Home,3574,0.35,15246.0
9429 Whittier Ct Las Vegas NV 89117,335000,5,0.6,3,0,Single Family Home,2785,6534.0,6534.0
5799 Claire D Ln Las Vegas NV 89120,395000,5,0.6,3,0,Single Family Home,1623,0.53,23087.0
1395 October Oak Ave Las Vegas NV 89123,490000,6,0.666666666667,4,0,Single Family Home,4953,9583.0,9583.0
7318 Commanche Creek Ave Las Vegas NV 89179,270000,5,0.6,3,1,Single Family Home,3309,5662.0,5662.0
3679 Scotwood St Las Vegas NV 89121,180000,5,0.8,4,1,Single Family Home,1854,7405.0,7405.0
6165 Duncan Dr Las Vegas NV 89108,350000,6,0.5,3,0,Single Family Home,3023,0.46,20038.0
7553 Splashing Rock Dr Las Vegas NV 89131,203000,5,0.6,3,1,Single Family Home,2332,5227.0,5227.0
2817 High Sail Ct Las Vegas NV 89117,998000,7,0.857142857143,6,1,Single Family Home,5199,0.41,17860.0
7001 Via Campanile Ave Las Vegas NV 89131,589900,5,0.8,4,1,Single Family Home,4353,0.47,20473.0
10123 Wotans Throne Ct Las Vegas NV 89148,315000,5,0.6,3,0,Single Family Home,3018,5227.0,5227.0
6545 Affermato St Las Vegas NV 89131,475000,5,1.0,5,0,Single Family Home,4026,0.32,13939.0
74 Meadowhawk Ln Las Vegas NV 89135,2675000,6,1.0,6,2,Single Family Home,7623,0.33,14375.0
31 Eagles Landing Ln Las Vegas NV 89141,5900000,7,1.0,7,4,Single Family Home,12696,1.07,46609.0
8705 Monarchy Ct Las Vegas NV 89129,502000,5,0.6,3,1,Single Family Home,4946,0.46,20038.0
5916 Sassa St Las Vegas NV 89130,180000,5,0.4,2,1,Single Family Home,2209,4791.0,4791.0
7001 Mandy Scarlet Ct Las Vegas NV 89148,224900,5,0.6,3,0,Single Family Home,2032,3484.0,3484.0
9343 Bronze River Ave Las Vegas NV 89149,299000,5,0.6,3,1,Single Family Home,3546,6969.0,6969.0
10051 Cambridge Blue Ave Las Vegas NV 89147,240000,5,0.6,3,0,Single Family Home,2366,4356.0,4356.0
